corrida,precision 0 train,recall 0 train,fscore 0 train,precision 1 train,recall 1 train,fscore 1 train,precision macro train,recall macro train,fscore macro train,precision weighted train,recall weighted train,fscore weighted train,precision 0 test,recall 0 test,fscore 0 test,precision 1 test,recall 1 test,fscore 1 test,precision macro test,recall macro test,fscore macro test,precision weighted test,recall weighted test,fscore weighted test
10,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
11,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
12,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
13,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
14,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
15,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
16,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
17,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
18,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
19,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
20,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
21,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
22,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
23,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
24,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
25,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
26,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
27,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
28,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
29,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
30,0.9904514185001989,0.9192389006342495,0.9530526735399232,0.9945084270739267,0.9993690851735015,0.9969308021535751,0.9924799227870629,0.9593039929038755,0.974991737846749,0.9942535835484163,0.9942384169631072,0.9941235952859344,0.9915254237288136,0.841726618705036,0.9105058365758755,0.9920977011494253,0.9996380745566413,0.9958536145664323,0.9918115624391195,0.9206823466308387,0.9531797255711538,0.9920702902047441,0.9920744314266023,0.9917656265786007
